Lea State,LEA,ID,Year,Category,Allegations,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
GA,Houston County,1302880,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Houston County,1302880,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Houston County,1302880,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Houston County,1302880,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Houston County,1302880,2015,Total enrollment,,80.00,733.00,44.00,2479.00,10753.00,13273.00,1492.00,28854.00,3320.00,398.00,1089.00
GA,Wheeler County,1305640,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Wheeler County,1305640,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Wheeler County,1305640,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Wheeler County,1305640,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Wheeler County,1305640,2015,Total enrollment,,0.00,4.00,0.00,61.00,378.00,582.00,0.00,1025.00,121.00,23.00,38.00
GA,State Schools- Atlanta Area School for the Deaf,1300225,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,State Schools- Atlanta Area School for the Deaf,1300225,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,State Schools- Atlanta Area School for the Deaf,1300225,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,State Schools- Atlanta Area School for the Deaf,1300225,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,State Schools- Atlanta Area School for the Deaf,1300225,2015,Total enrollment,,0.00,4.00,0.00,52.00,94.00,28.00,2.00,180.00,179.00,0.00,0.00
GA,Tattnall County,1304770,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Tattnall County,1304770,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Tattnall County,1304770,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Tattnall County,1304770,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Tattnall County,1304770,2015,Total enrollment,,4.00,19.00,8.00,673.00,943.00,1984.00,121.00,3752.00,449.00,281.00,284.00
GA,Colquitt County,1301380,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Colquitt County,1301380,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Colquitt County,1301380,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Colquitt County,1301380,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Colquitt County,1301380,2015,Total enrollment,,14.00,102.00,8.00,2601.00,2594.00,4088.00,235.00,9642.00,1119.00,0.00,1486.00
GA,DeKalb County,1301740,2015,Allegations - basis of race color or national origin,38.00,,,,,,,,,,,
GA,DeKalb County,1301740,2015,Allegations - basis of religion,4.00,,,,,,,,,,,
GA,DeKalb County,1301740,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,2.00,0.00,10.00,42.00,4.00,0.00,58.00,14.00,4.00,4.00
GA,DeKalb County,1301740,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,6.00,0.00,6.00,22.00,6.00,0.00,40.00,6.00,0.00,4.00
GA,DeKalb County,1301740,2015,Total enrollment,,316.00,6481.00,207.00,16928.00,64612.00,11081.00,1730.00,101355.00,9561.00,1532.00,15731.00
GA,Richmond County,1304380,2015,Allegations - basis of race color or national origin,1.00,,,,,,,,,,,
GA,Richmond County,1304380,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Richmond County,1304380,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00
GA,Richmond County,1304380,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00
GA,Richmond County,1304380,2015,Total enrollment,,73.00,255.00,274.00,1350.00,23193.00,5460.00,862.00,31467.00,3064.00,610.00,456.00
GA,Thomaston-Upson County,1305280,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Thomaston-Upson County,1305280,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Thomaston-Upson County,1305280,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Thomaston-Upson County,1305280,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Thomaston-Upson County,1305280,2015,Total enrollment,,6.00,21.00,6.00,140.00,1558.00,2470.00,187.00,4388.00,554.00,147.00,41.00
GA,Rome City,1304440,2015,Allegations - basis of race color or national origin,3.00,,,,,,,,,,,
GA,Rome City,1304440,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Rome City,1304440,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00
GA,Rome City,1304440,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,2.00,2.00,0.00,0.00,4.00,2.00,0.00,2.00
GA,Rome City,1304440,2015,Total enrollment,,6.00,171.00,10.00,2014.00,2152.00,1675.00,247.00,6275.00,652.00,54.00,814.00
GA,Dooly County,1301800,2015,Allegations - basis of race color or national origin,2.00,,,,,,,,,,,
GA,Dooly County,1301800,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Dooly County,1301800,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Dooly County,1301800,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00
GA,Dooly County,1301800,2015,Total enrollment,,0.00,6.00,0.00,249.00,1008.00,129.00,27.00,1419.00,144.00,0.00,111.00
GA,Telfair County,1304830,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Telfair County,1304830,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Telfair County,1304830,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Telfair County,1304830,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Telfair County,1304830,2015,Total enrollment,,4.00,14.00,0.00,91.00,757.00,952.00,46.00,1864.00,179.00,87.00,49.00
GA,Fayette County,1302130,2015,Allegations - basis of race color or national origin,18.00,,,,,,,,,,,
GA,Fayette County,1302130,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Fayette County,1302130,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,2.00,13.00,8.00,4.00,27.00,2.00,4.00,4.00
GA,Fayette County,1302130,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,2.00,0.00,0.00,10.00,0.00,0.00,12.00,0.00,0.00,4.00
GA,Fayette County,1302130,2015,Total enrollment,,85.00,1194.00,51.00,2161.00,5485.00,10198.00,1045.00,20219.00,1853.00,679.00,908.00
GA,Carrollton City,1300870,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Carrollton City,1300870,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Carrollton City,1300870,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Carrollton City,1300870,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Carrollton City,1300870,2015,Total enrollment,,17.00,70.00,2.00,940.00,1549.00,2095.00,265.00,4938.00,524.00,22.00,319.00
GA,Liberty County,1303300,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Liberty County,1303300,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Liberty County,1303300,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Liberty County,1303300,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Liberty County,1303300,2015,Total enrollment,,37.00,138.00,68.00,1213.00,5136.00,2626.00,791.00,10009.00,1140.00,186.00,119.00
GA,State Charter Schools- Ivy Prep Academy at Kirkwood for Gir,1300226,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,State Charter Schools- Ivy Prep Academy at Kirkwood for Gir,1300226,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,State Charter Schools- Ivy Prep Academy at Kirkwood for Gir,1300226,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,State Charter Schools- Ivy Prep Academy at Kirkwood for Gir,1300226,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,State Charter Schools- Ivy Prep Academy at Kirkwood for Gir,1300226,2015,Total enrollment,,0.00,2.00,0.00,2.00,386.00,2.00,2.00,394.00,13.00,5.00,0.00
GA,White County,1305670,2015,Allegations - basis of race color or national origin,2.00,,,,,,,,,,,
GA,White County,1305670,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,White County,1305670,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,White County,1305670,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,2.00,2.00,0.00,0.00,4.00,0.00,0.00,0.00
GA,White County,1305670,2015,Total enrollment,,10.00,27.00,0.00,145.00,70.00,3469.00,136.00,3857.00,488.00,190.00,61.00
GA,Barrow County,1300290,2015,Allegations - basis of race color or national origin,1.00,,,,,,,,,,,
GA,Barrow County,1300290,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Barrow County,1300290,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,2.00,0.00,0.00
GA,Barrow County,1300290,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00
GA,Barrow County,1300290,2015,Total enrollment,,52.00,625.00,12.00,2214.00,1722.00,8220.00,663.00,13508.00,1757.00,435.00,1220.00
GA,Irwin County,1302910,2015,Allegations - basis of race color or national origin,2.00,,,,,,,,,,,
GA,Irwin County,1302910,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Irwin County,1302910,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Irwin County,1302910,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,2.00,2.00,0.00,4.00,0.00,0.00,0.00
GA,Irwin County,1302910,2015,Total enrollment,,4.00,8.00,2.00,81.00,567.00,1083.00,36.00,1781.00,300.00,39.00,2.00
GA,Pierce County,1304140,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Pierce County,1304140,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Pierce County,1304140,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Pierce County,1304140,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Pierce County,1304140,2015,Total enrollment,,2.00,24.00,8.00,272.00,305.00,2954.00,77.00,3642.00,364.00,0.00,116.00
GA,Coweta County,1301500,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Coweta County,1301500,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Coweta County,1301500,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Coweta County,1301500,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Coweta County,1301500,2015,Total enrollment,,106.00,451.00,14.00,2033.00,4993.00,14035.00,971.00,22603.00,2359.00,429.00,723.00
GA,Calhoun City,1300720,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Calhoun City,1300720,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Calhoun City,1300720,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Calhoun City,1300720,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Calhoun City,1300720,2015,Total enrollment,,8.00,89.00,15.00,1460.00,278.00,2312.00,107.00,4269.00,382.00,99.00,535.00
GA,Jasper County Charter System,1302970,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Jasper County Charter System,1302970,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Jasper County Charter System,1302970,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Jasper County Charter System,1302970,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Jasper County Charter System,1302970,2015,Total enrollment,,2.00,2.00,2.00,154.00,580.00,1600.00,85.00,2425.00,272.00,79.00,58.00
GA,Monroe County,1303720,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Monroe County,1303720,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Monroe County,1303720,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Monroe County,1303720,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Monroe County,1303720,2015,Total enrollment,,6.00,27.00,0.00,92.00,1022.00,2765.00,113.00,4025.00,457.00,0.00,16.00
GA,Long County,1303360,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Long County,1303360,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Long County,1303360,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Long County,1303360,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Long County,1303360,2015,Total enrollment,,8.00,18.00,15.00,547.00,922.00,1711.00,277.00,3498.00,392.00,64.00,199.00
GA,Ben Hill County,1300360,2015,Allegations - basis of race color or national origin,1.00,,,,,,,,,,,
GA,Ben Hill County,1300360,2015,Allegations - basis of religion,1.00,,,,,,,,,,,
GA,Ben Hill County,1300360,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Ben Hill County,1300360,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00
GA,Ben Hill County,1300360,2015,Total enrollment,,4.00,31.00,0.00,388.00,1488.00,1548.00,90.00,3549.00,533.00,48.00,151.00
GA,Randolph County,1304350,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Randolph County,1304350,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Randolph County,1304350,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Randolph County,1304350,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Randolph County,1304350,2015,Total enrollment,,0.00,0.00,0.00,10.00,954.00,33.00,23.00,1020.00,147.00,4.00,2.00
GA,Catoosa County,1300930,2015,Allegations - basis of race color or national origin,1.00,,,,,,,,,,,
GA,Catoosa County,1300930,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Catoosa County,1300930,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00
GA,Catoosa County,1300930,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00
GA,Catoosa County,1300930,2015,Total enrollment,,28.00,166.00,26.00,434.00,319.00,9629.00,353.00,10955.00,1792.00,122.00,116.00
GA,McDuffie County,1303570,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,McDuffie County,1303570,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,McDuffie County,1303570,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,McDuffie County,1303570,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,McDuffie County,1303570,2015,Total enrollment,,8.00,18.00,6.00,159.00,2157.00,1719.00,150.00,4217.00,555.00,316.00,58.00
GA,Camden County,1300780,2015,Allegations - basis of race color or national origin,8.00,,,,,,,,,,,
GA,Camden County,1300780,2015,Allegations - basis of religion,1.00,,,,,,,,,,,
GA,Camden County,1300780,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Camden County,1300780,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,2.00,0.00,2.00,0.00,4.00,2.00,0.00,0.00
GA,Camden County,1300780,2015,Total enrollment,,46.00,128.00,22.00,637.00,2157.00,5692.00,604.00,9286.00,1174.00,2.00,59.00
GA,Lumpkin County,1303420,2015,Allegations - basis of race color or national origin,6.00,,,,,,,,,,,
GA,Lumpkin County,1303420,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Lumpkin County,1303420,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,7.00,0.00,2.00,9.00,0.00,0.00,0.00
GA,Lumpkin County,1303420,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,4.00,6.00,0.00,0.00,10.00,0.00,0.00,0.00
GA,Lumpkin County,1303420,2015,Total enrollment,,22.00,19.00,10.00,290.00,50.00,3272.00,83.00,3746.00,508.00,62.00,68.00
GA,Lamar County,1303210,2015,Allegations - basis of race color or national origin,2.00,,,,,,,,,,,
GA,Lamar County,1303210,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Lamar County,1303210,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00
GA,Lamar County,1303210,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,2.00,2.00,0.00,4.00,0.00,0.00,0.00
GA,Lamar County,1303210,2015,Total enrollment,,4.00,16.00,0.00,61.00,904.00,1672.00,88.00,2745.00,302.00,11.00,22.00
GA,State Charter Schools- Dubois Integrity Academy I,1300237,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,State Charter Schools- Dubois Integrity Academy I,1300237,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,State Charter Schools- Dubois Integrity Academy I,1300237,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,State Charter Schools- Dubois Integrity Academy I,1300237,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,State Charter Schools- Dubois Integrity Academy I,1300237,2015,Total enrollment,,0.00,0.00,0.00,0.00,577.00,0.00,2.00,579.00,20.00,0.00,0.00
GA,State Schools- Georgia School for the Deaf,1300223,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,State Schools- Georgia School for the Deaf,1300223,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,State Schools- Georgia School for the Deaf,1300223,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,State Schools- Georgia School for the Deaf,1300223,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,State Schools- Georgia School for the Deaf,1300223,2015,Total enrollment,,0.00,2.00,0.00,16.00,46.00,40.00,4.00,108.00,107.00,0.00,0.00
GA,Bryan County,1300570,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Bryan County,1300570,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Bryan County,1300570,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Bryan County,1300570,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Bryan County,1300570,2015,Total enrollment,,17.00,231.00,35.00,595.00,1387.00,6094.00,424.00,8783.00,845.00,148.00,101.00
GA,Heard County,1302790,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Heard County,1302790,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Heard County,1302790,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Heard County,1302790,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Heard County,1302790,2015,Total enrollment,,0.00,6.00,0.00,62.00,178.00,1697.00,92.00,2035.00,289.00,25.00,0.00
GA,Trion City,1305130,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Trion City,1305130,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Trion City,1305130,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Trion City,1305130,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Trion City,1305130,2015,Total enrollment,,0.00,8.00,0.00,249.00,18.00,1116.00,39.00,1430.00,126.00,18.00,93.00
GA,Glynn County,1302400,2015,Allegations - basis of race color or national origin,2.00,,,,,,,,,,,
GA,Glynn County,1302400,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Glynn County,1302400,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,2.00,0.00,2.00,0.00,4.00,2.00,0.00,0.00
GA,Glynn County,1302400,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00
GA,Glynn County,1302400,2015,Total enrollment,,45.00,187.00,42.00,1556.00,5106.00,6875.00,528.00,14339.00,1901.00,640.00,844.00
GA,Wayne County,1305550,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Wayne County,1305550,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Wayne County,1305550,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Wayne County,1305550,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Wayne County,1305550,2015,Total enrollment,,18.00,41.00,4.00,467.00,1226.00,3575.00,248.00,5579.00,727.00,182.00,132.00
GA,Bulloch County,1300630,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Bulloch County,1300630,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Bulloch County,1300630,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Bulloch County,1300630,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Bulloch County,1300630,2015,Total enrollment,,33.00,145.00,16.00,627.00,3885.00,5292.00,342.00,10340.00,1365.00,239.00,326.00
GA,Lee County,1303270,2015,Allegations - basis of race color or national origin,9.00,,,,,,,,,,,
GA,Lee County,1303270,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Lee County,1303270,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Lee County,1303270,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,4.00,0.00,0.00,5.00,2.00,0.00,11.00,0.00,0.00,0.00
GA,Lee County,1303270,2015,Total enrollment,,14.00,194.00,8.00,206.00,1289.00,4529.00,200.00,6440.00,553.00,63.00,127.00
GA,Meriwether County,1303630,2015,Allegations - basis of race color or national origin,0.00,,,,,,,,,,,
GA,Meriwether County,1303630,2015,Allegations - basis of religion,0.00,,,,,,,,,,,
GA,Meriwether County,1303630,2015,Disciplined for harassment or bullying on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GA,Meriwether County,1303630,2015,Students reported to have been harassed or bullied on basis of race color or national origin,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
